analysis_set,analysis_tier,cohort,outcome,outcome_label,model_type,adjustment,term,term_label,reference,log_or,or,ci_low,ci_high,p_value
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,age,age,low,0.055564,1.0571,1.0516,1.0628,0.0
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,Intercept,Intercept,low,-4.124221,0.0162,0.0102,0.0257,0.0
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.287503,1.3331,1.1379,1.5618,0.000372
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.470562,1.6009,1.3629,1.8804,0.0
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.2.0],2.0,low,-1.117143,0.3272,0.1298,0.8249,0.017878
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.3.0],3.0,low,-0.788042,0.4547,0.3153,0.6558,2.5e-05
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,low,-0.141859,0.8677,0.6868,1.0963,0.234344
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,low,-0.129411,0.8786,0.5374,1.4366,0.605933
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,low,-0.062051,0.9398,0.8023,1.1009,0.441941
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.8.0],8.0,low,-0.214436,0.807,0.5927,1.0988,0.173347
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,low,-0.076026,0.9268,0.7416,1.1582,0.503882
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,low,-0.198615,0.8199,0.6891,0.9754,0.025041
strict_earliest_primary,strict_primary,MHAS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,age,age,low,0.047484,1.0486,1.0408,1.0565,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,Intercept,Intercept,low,-4.52837,0.0108,0.0067,0.0174,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,1.007723,2.7394,2.1715,3.4557,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,2.590558,13.3372,10.7091,16.6103,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.2.0],2.0,low,-0.143933,0.8659,0.7428,1.0095,0.065842
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_education_raw)[T.3.0],3.0,low,-0.061853,0.94,0.7628,1.1584,0.561746
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.3.0],3.0,low,0.56706,1.7631,1.0379,2.9949,0.035938
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,low,-0.017797,0.9824,0.5687,1.6969,0.949118
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,low,0.072036,1.0747,0.8415,1.3725,0.563751
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,low,0.016868,1.017,0.8786,1.1772,0.821163
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_marital_status_raw)[T.8.0],8.0,low,-0.043418,0.9575,0.7259,1.2631,0.75865
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,low,0.063376,1.0654,0.8877,1.2787,0.496023
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,low,-0.259729,0.7713,0.6845,0.8691,2e-05
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_core,age,age,low,0.017236,1.0174,1.0106,1.0242,0.0
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,Intercept,Intercept,low,-6.892178,0.001,0.0005,0.0021,0.0
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.489447,1.6314,1.339,1.9877,1e-06
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.708805,2.0316,1.6553,2.4934,0.0
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_education_raw)[T.2.0],2.0,low,0.111993,1.1185,0.949,1.3182,0.181524
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_education_raw)[T.3.0],3.0,low,-0.248462,0.78,0.5668,1.0734,0.127219
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_marital_status_raw)[T.4.0],4.0,low,0.340499,1.4056,0.7219,2.737,0.316571
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_marital_status_raw)[T.5.0],5.0,low,0.197729,1.2186,0.9521,1.5599,0.116449
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_marital_status_raw)[T.7.0],7.0,low,0.186259,1.2047,1.002,1.4484,0.04752
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_marital_status_raw)[T.8.0],8.0,low,0.29164,1.3386,0.9597,1.8671,0.085839
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_smoking_raw)[T.1.0],1.0,low,0.352012,1.4219,1.1713,1.7262,0.000373
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_drinking_raw)[T.1.0],1.0,low,-0.055946,0.9456,0.7743,1.1548,0.583336
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_rural_region_raw)[T.1.0],1.0,low,0.016969,1.0171,0.7531,1.3737,0.911887
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_physical_activity_raw)[T.3.0],3.0,low,0.338287,1.4025,1.0005,1.9662,0.049667
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_physical_activity_raw)[T.4.0],4.0,low,0.29247,1.3397,0.9334,1.9229,0.112662
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_physical_activity_raw)[T.5.0],5.0,low,0.524186,1.6891,1.3214,2.159,2.8e-05
strict_earliest_primary,strict_primary,ELSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,age,age,low,0.072871,1.0756,1.0659,1.0853,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,Intercept,Intercept,low,-4.384192,0.0125,0.0076,0.0205,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.953941,2.5959,2.0529,3.2826,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,2.45494,11.6457,9.3209,14.5504,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_education_raw)[T.2.0],2.0,low,-0.115284,0.8911,0.7618,1.0424,0.149591
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_education_raw)[T.3.0],3.0,low,-0.026423,0.9739,0.7868,1.2055,0.808163
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_marital_status_raw)[T.3.0],3.0,low,0.563878,1.7575,1.0181,3.0337,0.042914
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_marital_status_raw)[T.4.0],4.0,low,0.054858,1.0564,0.5998,1.8607,0.849362
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_marital_status_raw)[T.5.0],5.0,low,0.027358,1.0277,0.7963,1.3264,0.833537
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_marital_status_raw)[T.7.0],7.0,low,0.019636,1.0198,0.8778,1.1849,0.797484
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_marital_status_raw)[T.8.0],8.0,low,-0.075013,0.9277,0.6975,1.234,0.606283
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_smoking_raw)[T.1.0],1.0,low,0.067995,1.0704,0.8885,1.2895,0.474301
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_drinking_raw)[T.1.0],1.0,low,-0.234432,0.791,0.6998,0.8941,0.000176
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_rural_region_raw)[T.1.0],1.0,low,0.143166,1.1539,1.0019,1.329,0.046972
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_physical_activity_raw)[T.3.0],3.0,low,0.163006,1.177,0.9404,1.4733,0.154712
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_physical_activity_raw)[T.4.0],4.0,low,-0.007592,0.9924,0.7598,1.2964,0.955584
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,C(cov_physical_activity_raw)[T.5.0],5.0,low,0.63929,1.8951,1.6146,2.2244,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,expanded_core,age,age,low,0.010078,1.0101,1.0031,1.0172,0.00476
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,Intercept,Intercept,low,-3.556466,0.0285,0.0114,0.0713,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,-0.232657,0.7924,0.6615,0.9493,0.011585
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,-0.620022,0.5379,0.433,0.6683,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,low,0.145373,1.1565,0.9507,1.4068,0.145972
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,low,-0.167448,0.8458,0.5461,1.3101,0.453195
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.4.0],4.0,low,-0.653531,0.5202,0.1769,1.5298,0.235025
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,low,0.011588,1.0117,0.5745,1.7815,0.967983
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,low,-0.009045,0.991,0.8259,1.189,0.922487
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,low,-0.566822,0.5673,0.1609,2.0005,0.378024
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,low,0.600959,1.8239,1.2112,2.7464,0.004007
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,low,-0.001442,0.9986,0.8244,1.2095,0.988231
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,age,age,low,0.033135,1.0337,1.0234,1.0441,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,cov_bmi,cov_bmi,low,0.031696,1.0322,1.0069,1.0582,0.012449
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,Intercept,Intercept,low,-4.497153,0.0111,0.0057,0.0218,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.58709,1.7987,1.5327,2.1109,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.581566,1.7888,1.5186,2.1072,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,low,-0.446901,0.6396,0.4522,0.9048,0.011554
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,low,-0.643967,0.5252,0.2246,1.2284,0.137414
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.2.0],2.0,low,0.237602,1.2682,0.9322,1.7254,0.130353
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,low,-0.694511,0.4993,0.1626,1.5329,0.224922
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,low,-0.137793,0.8713,0.7304,1.0393,0.125633
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,low,0.251921,1.2865,0.5093,3.2496,0.59413
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,low,-0.042786,0.9581,0.745,1.2322,0.738901
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,low,0.12979,1.1386,0.9593,1.3513,0.137542
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,age,age,low,0.053213,1.0547,1.0456,1.0638,0.0
strict_earliest_primary,strict_primary,CHARLS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,cov_bmi,cov_bmi,low,0.001201,1.0012,0.9865,1.0161,0.873367
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,Intercept,Intercept,low,-6.29121,0.0019,0.0011,0.0031,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.380663,1.4633,1.3042,1.6417,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,0.555211,1.7423,1.5356,1.9769,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,low,-0.125282,0.8822,0.7903,0.9849,0.025676
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,low,-0.163255,0.8494,0.7228,0.9982,0.047468
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.2.0],2.0,low,0.123832,1.1318,0.5394,2.3749,0.743306
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.4.0],4.0,low,0.072213,1.0749,0.7619,1.5164,0.680875
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,low,0.178463,1.1954,1.0308,1.3862,0.018218
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,low,0.063794,1.0659,0.9509,1.1947,0.273286
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.8.0],8.0,low,-0.051675,0.9496,0.7268,1.2408,0.704874
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,low,-18.89728,0.0,0.0,inf,0.99915
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,low,0.20655,1.2294,1.0737,1.4078,0.002806
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,low,-0.232291,0.7927,0.7191,0.8738,3e-06
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,age,age,low,0.064826,1.067,1.0609,1.0731,0.0
strict_earliest_primary,strict_primary,HRS,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,cov_bmi,cov_bmi,low,0.044373,1.0454,1.0368,1.0541,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,Intercept,Intercept,low,-5.77224,0.0031,0.0017,0.0059,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,"C(severity_tertile, Treatment(reference='low'))[T.middle]",middle,low,0.942727,2.567,2.0316,3.2435,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,"C(severity_tertile, Treatment(reference='low'))[T.high]",high,low,2.496291,12.1374,9.726,15.1466,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,low,-0.114188,0.8921,0.763,1.0431,0.152302
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,low,-0.008611,0.9914,0.8017,1.2261,0.936681
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.3.0],3.0,low,0.564547,1.7587,1.0318,2.9975,0.037982
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.4.0],4.0,low,-0.15161,0.8593,0.4746,1.5559,0.61671
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,low,0.064991,1.0671,0.8308,1.3707,0.610886
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,low,-0.000456,0.9995,0.8603,1.1614,0.995252
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_marital_status_raw)[T.8.0],8.0,low,-0.073211,0.9294,0.6973,1.2388,0.617557
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,low,0.148926,1.1606,0.9629,1.3988,0.118002
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,low,-0.218832,0.8035,0.7109,0.9081,0.00046
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,age,age,low,0.02069,1.0209,1.0138,1.0281,0.0
strict_earliest_primary,strict_primary,SHARE,functional_deterioration_ge_0_5sd,Functional deterioration >= 0.5 SD,severity_tertile,minimal_plus_bmi,cov_bmi,cov_bmi,low,0.038348,1.0391,1.0269,1.0514,0.0
