cohort,domain,variable,nonmissing,nonmissing_pct,sample_values
CHARLS,id_time_death,ID,96628,100.0,010104101001|010104101002|010104102001|010104102002|010104103001|010104103002|010104104001|010104104002
CHARLS,id_time_death,wave,96628,100.0,5|3|4|1|2
CHARLS,id_time_death,rabmonth,95701,99.04,5|12|9|11|8|10|2|1
CHARLS,id_time_death,rabyear,96341,99.7,1965|1963|1954|1951|1958|1945|1943|1987
CHARLS,id_time_death,radyear,6760,7.0,2019|2011|2016|2014|2015|2012|2017|2013
CHARLS,id_time_death,radmonth,6760,7.0,7|10|8|9|1|3|12|11
CHARLS,id_time_death,ragender,96621,99.99,0|1
CHARLS,id_time_death,radadoccup_c,78093,80.82,1|0
CHARLS,id_time_death,radaddrug,77335,80.03,0|1
CHARLS,cardiometabolic_chronic,hibpe,91305,94.49,0|1
CHARLS,cardiometabolic_chronic,dyslipe,90085,93.23,1|0
CHARLS,cardiometabolic_chronic,diabe,90976,94.15,1|0
CHARLS,cancer_secondary,cancre,91286,94.47,0|1
CHARLS,cardiometabolic_chronic,hearte,91232,94.42,0|1
CHARLS,cardiometabolic_chronic,stroke,71658,74.16,0|1
CHARLS,affective,psyche,91346,94.53,0|1
CHARLS,cognitive,memrye,91355,94.54,0|1
CHARLS,cardiometabolic_chronic,hibpe_self,52076,53.89,0|6|4|1|5
CHARLS,affective,psyche_self,70290,72.74,0|1|6|4|5
CHARLS,affective,sleep_night,91000,94.18,5|4|6|8|7|9|3|4.5
CHARLS,affective,sleep_nap,91542,94.74,0|60|24|2|30|4|1|120
CHARLS,lifestyle_covariate,vgactx_c,61816,63.97,0|7|5|4|2|3|6|1
CHARLS,lifestyle_covariate,mdactx_c,61786,63.94,7|0|5|3|2|4|1|6
CHARLS,lifestyle_covariate,ltactx_c,61743,63.9,7|0|1|2|4|5|6|3
CHARLS,lifestyle_covariate,act_1,95014,98.33,0|1
CHARLS,lifestyle_covariate,act_2,95014,98.33,0|1
CHARLS,lifestyle_covariate,act_3,95014,98.33,0|1
CHARLS,lifestyle_covariate,act_4,95014,98.33,0|1
CHARLS,lifestyle_covariate,act_5,95014,98.33,0|1
CHARLS,lifestyle_covariate,act_6,95014,98.33,0|1
CHARLS,lifestyle_covariate,act_7,95014,98.33,0|1
CHARLS,lifestyle_covariate,act_8,95014,98.33,0|1
CHARLS,lifestyle_covariate,freq_act_1,94976,98.29,4|1|3|2
CHARLS,lifestyle_covariate,freq_act_2,94992,98.31,4|3|2|1
CHARLS,lifestyle_covariate,freq_act_3,94978,98.29,4|3|2|1
CHARLS,lifestyle_covariate,freq_act_4,95008,98.32,4|1|2|3
CHARLS,lifestyle_covariate,freq_act_5,95010,98.33,4|3|2|1
CHARLS,lifestyle_covariate,freq_act_6,95014,98.33,4|3|2|1
CHARLS,lifestyle_covariate,freq_act_7,95011,98.33,4|3|2|1
CHARLS,lifestyle_covariate,freq_act_8,94884,98.2,4|1|2|3
CHARLS,functional,dressa,94595,97.9,0|1
CHARLS,functional,batha,94537,97.84,0|1
CHARLS,functional,eata,94596,97.9,0|1
CHARLS,functional,beda,94589,97.89,0|1
CHARLS,functional,toilta,94586,97.89,0|1
CHARLS,id_time_death,iwy,96628,100.0,2020|2015|2018|2011|2013|2016|2012|2014
CHARLS,id_time_death,iwm,96628,100.0,8|7|11|12|9|1|10|2
CHARLS,lifestyle_covariate,hrural,96628,100.0,1|0
CHARLS,functional,adlab_c,94603,97.9,0|1|2|6|3|4|5
CHARLS,functional,iadl,95923,99.27,0|1|5|4|3|2|6
CHARLS,lifestyle_covariate,vgact_c,61936,64.1,0|1
CHARLS,lifestyle_covariate,mdact_c,61913,64.07,1|0
CHARLS,lifestyle_covariate,ltact_c,61897,64.06,1|0
CHARLS,lifestyle_covariate,drinkl,95914,99.26,0|1
CHARLS,lifestyle_covariate,smokev,95986,99.34,0|1
CHARLS,lifestyle_covariate,smoken,91842,95.05,0|1
CHARLS,lifestyle_covariate,smokef,74628,77.23,0|10|20|5|15|7|8|12
CHARLS,cognitive,slfmem,87911,90.98,1|2|3|4|5
CHARLS,cognitive,recall,80900,83.72,5.5|5|2.5|6|8.5|4.5|3.5|2
CHARLS,cognitive,orient,83799,86.72,3|1|4|2|0
CHARLS,cognitive,total_cognition,84490,87.44,14.5|9|12.5|14|18.5|11.5|7.5|6.5
CHARLS,female_specific,hchild,96628,100.0,2|1|3|7|4|6|5|0
CHARLS,lifestyle_covariate,income_total,58832,60.89,38688.5234375|348.128814697266|21922.349609375|20549.2421875|17049.1796875|19649.62109375|13054.830078125|6294.96435546875
CHARLS,affective,sleeprl,87346,90.39,4|1|3|2
CHARLS,affective,whappyl,86860,89.89,3|2|4|1
CHARLS,affective,flonel,86810,89.84,1|2|3|4
CHARLS,affective,cesd10,87755,90.82,4|5|6|7|0|2|11|3
CHARLS,functional,fall_down,94706,98.01,0|1
CHARLS,female_specific,sati_child,54407,56.31,4|3|2|1|5
CHARLS,affective,satlife,85712,88.7,4|3|2|1|5|6
CHARLS,affective,satlifez,85603,88.59,0.61740762048513|0.773095482871781|-0.305454125225314|-1.48074765957366|-1.48235254830159|-0.147578449642191|-0.503462859837959|-0.075162868641941
CHARLS,functional,clean_heat,89090,92.2,1|0
CHARLS,lifestyle_covariate,water,95772,99.11,1|0
CHARLS,functional,toilet,95586,98.92,0|1
CHARLS,id_time_death,iwstat,96628,100.0,0|1
CHARLS,id_time_death,age,96341,99.7,55|50|53|46|48|57|52|61
CHARLS,lifestyle_covariate,raeduc_c,96596,99.97,1|2|3|4
CHARLS,lifestyle_covariate,raeducl,96596,99.97,1|2|3
CHARLS,lifestyle_covariate,rural2,92049,95.26,1|0
CHARLS,lifestyle_covariate,phy_acta,61927,64.09,1|0
CHARLS,lifestyle_covariate,phy_actb,61936,64.1,0|1
CHARLS,cognitive,memory_z,80900,83.72,1.10952210426331|0.813274621963501|-0.667963087558746|1.4057697057724|2.88700723648071|0.517027080059052|-0.0754680037498474|-0.964210629463196
CHARLS,cognitive,orient_z,83799,86.72,-0.0389322079718113|-1.86626863479614|0.87473601102829|-0.952600419521332|-2.77993679046631
CHARLS,cognitive,tcog_z_z,87360,90.41,0.879646718502045|-0.498978674411774|0.145621553063393|1.00198435783386|1.99097776412964|0.510601222515106|0.2515027821064|0.0129908276721835
CHARLS,cognitive,z_orient,83799,86.72,0.100012044517364|-0.0725248436498063|-1.66122318297312|-0.0389321514556314|-0.0940177903693615|0.0938287534765624|0.874736029294593|1.00966297551505
CHARLS,cognitive,z_cog29,87360,90.41,0.846623429688438|1.09801771744869|0.263082450152436|0.0903371475826325|1.26113342359526|0.998198112073968|2.41636920773857|0.352393540414462
CHARLS,cardiometabolic_chronic,bpact30,42854,44.35,0|1
CHARLS,lifestyle_covariate,bpact30,42854,44.35,0|1
CHARLS,cardiometabolic_chronic,bpcomp,43220,44.73,1|0
CHARLS,functional,chaira,75383,78.01,0|1
CHARLS,functional,climsa,74701,77.31,0|1
CHARLS,cardiometabolic_chronic,diasto,42880,44.38,67|62.5|68.5|67.5|63.5|69.5|73.5|85.5
CHARLS,cardiometabolic_chronic,diasto1,42976,44.48,66|67|65|73|71|76|86|72
CHARLS,cardiometabolic_chronic,diasto2,42882,44.38,67|62|70|69|75|83|76|101
CHARLS,cardiometabolic_chronic,diasto3,42786,44.28,67|63|66|65|69|72|88|76
CHARLS,lifestyle_covariate,drinkev,76543,79.21,0|1
CHARLS,functional,frailtya,53462,55.33,10.6026782989502|8.0357141494751|8.1473217010498|7.3660717010498|3.45982122421265|7.70089244842529|14.3973217010498|11.2723217010498
CHARLS,functional,gripcomp,43373,44.89,1|0
CHARLS,functional,gripsum,42534,44.02,26.1000003814697|30|43|50.5|48.2999992370605|0|36|34.2000007629395
CHARLS,functional,lgrip,42506,43.99,26.1000003814697|30|37|49|41.7999992370605|31.2000007629395|36|37.5
CHARLS,functional,lgrip1,42439,43.92,22.2999992370605|30|35|49|41.7999992370605|28.2999992370605|36|34.7999992370605
CHARLS,functional,lgrip2,42408,43.89,26.1000003814697|29.5|37|40|31.2000007629395|35|37.5|41.9000015258789
CHARLS,functional,lifta,75319,77.95,0|1
CHARLS,cardiometabolic_chronic,bmi,42807,44.3,24.4395141601562|25.3076648712158|19.9017124176025|19.6744976043701|19.8236484527588|22.1457138061523|22.925874710083|22.7076377868652
CHARLS,cardiometabolic_chronic,bmicata,42755,44.25,3|4|2|1
CHARLS,cardiometabolic_chronic,mheight,42936,44.43,1.60300004482269|1.61000001430511|1.80999994277954|1.80499994754791|1.80099999904633|1.46300005912781|1.61099994182587|1.61600005626678
CHARLS,cardiometabolic_chronic,mwaist,43060,44.56,88|87.1999969482422|79|77|75.6999969482422|86.3000030517578|80.5999984741211|97.3000030517578
CHARLS,cardiometabolic_chronic,mweight,42971,44.47,62.7999992370605|65.5999984741211|65.1999969482422|64.0999984741211|64.3000030517578|47.4000015258789|59.5|59.2999992370605
CHARLS,female_specific,oophos1y,75711,78.35,0|2660|200|180|15000|6500|1900|20000
CHARLS,cardiometabolic_chronic,pulse,42866,44.36,63.5|64|54.5|62.5|51.5|69|76|72.5
CHARLS,cardiometabolic_chronic,pulse1,42967,44.47,63|64|57|74|54|71|69|67
CHARLS,cardiometabolic_chronic,pulse2,42868,44.36,65|62|54|61|51|68|76|71
CHARLS,cardiometabolic_chronic,pulse3,42772,44.26,62|66|55|64|52|70|76|74
CHARLS,functional,rgrip,42495,43.98,27.7999992370605|30|43|50.5|48.2999992370605|0|36|34.2000007629395
CHARLS,functional,rgrip1,42405,43.88,25.2000007629395|30|43|48|39.7999992370605|0|35|33.7999992370605
CHARLS,functional,rgrip2,42324,43.8,27.7999992370605|30|43|50.5|48.2999992370605|0|36|34.2000007629395
CHARLS,cardiometabolic_chronic,rxdiab,71206,73.69,0|1
CHARLS,cardiometabolic_chronic,rxdiab_c,71206,73.69,0|1
CHARLS,cardiometabolic_chronic,rxdiabi,71206,73.69,0|1
CHARLS,cardiometabolic_chronic,rxdyslip,70098,72.54,0|1
CHARLS,cardiometabolic_chronic,rxdyslip_c,70098,72.54,0|1
CHARLS,cardiometabolic_chronic,rxheart,71377,73.87,0|1
CHARLS,cardiometabolic_chronic,rxheart_c,71377,73.87,0|1
CHARLS,cardiometabolic_chronic,rxhibp,71257,73.74,0|1
CHARLS,cardiometabolic_chronic,rxhibp_c,71257,73.74,0|1
CHARLS,cognitive,rxmemry,71812,74.32,0|1
CHARLS,cognitive,rxmemry_c,71812,74.32,0|1
CHARLS,affective,rxpsych,71675,74.18,0|1
CHARLS,functional,stoopa,75334,77.96,1|0
CHARLS,cardiometabolic_chronic,systo,42886,44.38,109|106|120|137|143|122|135.5|151.5
CHARLS,cardiometabolic_chronic,systo1,42983,44.48,108|116|131|143|142|130|155|138
CHARLS,cardiometabolic_chronic,systo2,42888,44.38,108|106|120|138|143|128|135|154
CHARLS,cardiometabolic_chronic,systo3,42786,44.28,110|106|120|136|143|116|149|148
CHARLS,affective,trpsych,71675,74.18,0|1
CHARLS,cardiometabolic_chronic,tyg,24988,25.86,8.84104633331299|8.3557710647583|8.02507400512695|8.84691143035889|8.51215744018555|9.21478080749512|7.9495325088501|7.9038553237915
CHARLS,cardiometabolic_chronic,tyg_bmi,22872,23.67,216.070877075195|159.71272277832|175.378067016602|188.5078125|180.515106201172|170.824554443359|204.56608581543|185.637466430664
CHARLS,functional,walk100a,74124,76.71,0|1
CHARLS,functional,walk1kma,75328,77.96,0|1
CHARLS,functional,walkcomp,21359,22.1,1|0
CHARLS,cardiometabolic_chronic,bloodweight,24859,25.73,27150.65625|31913.19921875|32381.556640625|28977.228515625|25767.642578125|31643.107421875|26559.853515625|31800.947265625
CHARLS,inflammaging,bl_wbc,24769,25.63,5.6|5.09999990463257|9.60000038146973|8.3|7.9|5.80000019073486|7.4|5.30000019073486
CHARLS,inflammaging,bl_bun,25015,25.89,15.6862716674805|20.3912792205811|19.4389400482178|17.0868320465088|22.4089603424072|13.4167900085449|17.366943359375|12.3524103164673
CHARLS,cardiometabolic_chronic,bl_hdl,25016,25.89,54.8262557983398|54.1240005493164|63.402400970459|57.1428565979004|45.1737442016602|25.128999710083|51.7374534606934|61.4693984985352
CHARLS,cardiometabolic_chronic,bl_ldl,24994,25.87,122.393821716309|150.000793457031|175.90299987793|147.104248046875|86.4864883422852|71.1343994140625|127.79923248291|131.057403564453
CHARLS,inflammaging,bl_crp,25015,25.89,1.10000002384186|0.670000016689301|0.980000019073486|0.899999976158142|4.19999980926514|0.889999985694885|0.340000003576279|2.61999988555908
CHARLS,functional,frailtyb,76851,79.53,13.6494255065918|10.8908052444458|6.00574731826782|8.5344820022583|7.8448281288147|10.5459766387939|14.2241382598877|8.33333301544189
CHARLS,id_time_death,age_group,94240,97.53,3|2|1|4|5|6|7|8
CHARLS,cognitive,cog_status,96628,100.0,0|1
ELSA,id_time_death,idauniqc,90069,100.0,100001|100005|100006|100007|100009|100010|100012|100016
ELSA,id_time_death,wave,90069,100.0,2|3|4|5|7|9|6|8
ELSA,id_time_death,hhidc,90069,100.0,11870|15553|17241|11052|15231|13327|114190|14156
ELSA,id_time_death,inw,90069,100.0,1
ELSA,id_time_death,inwsc,90069,100.0,0|1
ELSA,id_time_death,iwstat,90069,100.0,0
ELSA,id_time_death,iwindm,90069,100.0,9|7|1|12|4|5|11|3
ELSA,id_time_death,iwindy,90069,100.0,2004|2006|2009|2010|2015|2011|2019|2012
ELSA,id_time_death,rabyear,90068,100.0,1951|1947|1948|1940|1937|1952|1954|1950
ELSA,id_time_death,radyear,2123,2.36,2006|2005|2009|2008|2010|2011|2012|2004
ELSA,id_time_death,agey,90068,100.0,52|54|57|59|63|64|71|61
ELSA,id_time_death,ragender,90069,100.0,1|0
ELSA,lifestyle_covariate,raeduc_e,82367,91.45,1|4|5|3
ELSA,lifestyle_covariate,raeducl,82367,91.45,1|2|3
ELSA,functional,walkra,89840,99.75,0|1
ELSA,functional,dressa,89840,99.75,0|1
ELSA,functional,batha,78799,87.49,0|1
ELSA,functional,eata,89840,99.75,0|1
ELSA,functional,beda,89840,99.75,0|1
ELSA,functional,toilta,89840,99.75,0|1
ELSA,functional,walk100a,89835,99.74,0|1
ELSA,functional,chaira,89835,99.74,0|1
ELSA,functional,climsa,89835,99.74,1|0
ELSA,functional,clim1a,89835,99.74,1|0
ELSA,functional,stoopa,89835,99.74,0|1
ELSA,functional,lifta,89835,99.74,0|1
ELSA,functional,adltot6,89840,99.75,0|1|2|3|4|5|6
ELSA,functional,iadltot2_e,58741,65.22,0|2|1|3|5|4|6|7
ELSA,cardiometabolic_chronic,hibpe,90046,99.97,0|1
ELSA,cardiometabolic_chronic,diabe,90046,99.97,0|1
ELSA,cancer_secondary,cancre,90047,99.98,0|1
ELSA,cardiometabolic_chronic,hearte,80615,89.5,0|1
ELSA,cardiometabolic_chronic,stroke,90046,99.97,0|1
ELSA,affective,psyche,90047,99.98,0|1
ELSA,cardiometabolic_chronic,hchole,77945,86.54,0|1
ELSA,lifestyle_covariate,catracte,90031,99.96,0|1
ELSA,affective,psych,89810,99.71,0|1
ELSA,cardiometabolic_chronic,rxhibp,89357,99.21,0|1
ELSA,cardiometabolic_chronic,rxdiabi,89934,99.85,0|1
ELSA,cardiometabolic_chronic,rxdiabo,89875,99.78,0|1
ELSA,cardiometabolic_chronic,rxdiab,89935,99.85,0|1
ELSA,cancer_secondary,trcancr,89908,99.82,0|1
ELSA,cardiometabolic_chronic,rxhchol,68453,76.0,0|1
ELSA,id_time_death,radiagangin,7330,8.14,50|51|65|60|56|48|55|71
ELSA,id_time_death,radiagchf,789,0.88,78|70|69|71|84|87|79|53
ELSA,id_time_death,radiagdiab,10715,11.9,59|24|61|64|39|58|5|62
ELSA,cardiometabolic_chronic,radiagdiab,10715,11.9,59|24|61|64|39|58|5|62
ELSA,id_time_death,radiagstrok,5047,5.6,57|65|77|69|51|73|50|63
ELSA,id_time_death,radiagarthr,34533,38.34,37|52|45|67|64|40|46|22
ELSA,id_time_death,radiagcancr,9631,10.69,68|50|61|66|71|60|63|75
ELSA,cancer_secondary,radiagcancr,9631,10.69,68|50|61|66|71|60|63|75
ELSA,id_time_death,radiagparkin,835,0.93,61|76|69|67|80|59|52|70
ELSA,id_time_death,radiagpsych,9510,10.56,48|53|57|36|25|52|42|37
ELSA,affective,radiagpsych,9510,10.56,48|53|57|36|25|52|42|37
ELSA,cognitive,alzhe,90047,99.98,0|1
ELSA,cognitive,demene,90047,99.98,0|1
ELSA,cognitive,memrye,90047,99.98,0|1
ELSA,id_time_death,radiagalzh,651,0.72,76|80|79|77|84|90|72|82
ELSA,cognitive,radiagalzh,651,0.72,76|80|79|77|84|90|72|82
ELSA,id_time_death,radiagdemen,1738,1.93,76|78|75|64|73|80|74|81
ELSA,cognitive,radiagdemen,1738,1.93,76|78|75|64|73|80|74|81
ELSA,functional,hearing,90009,99.93,4|3|5|2|1
ELSA,functional,fall,53120,58.98,0|1
ELSA,functional,fallinj,17361,19.28,0|1
ELSA,functional,fallnum,52987,58.83,0|1|2|3|10|4|6|15
ELSA,functional,falleq,67571,75.02,0|1
ELSA,female_specific,mammoge,18958,21.05,1|0
ELSA,lifestyle_covariate,vgactx_e,89706,99.6,3|4|5|2
ELSA,lifestyle_covariate,mdactx_e,89703,99.59,3|2|4|5
ELSA,lifestyle_covariate,ltactx_e,89708,99.6,2|3|5|4
ELSA,lifestyle_covariate,drink,77352,85.88,1|0
ELSA,lifestyle_covariate,drinkd_e,64669,71.8,7|0|3|2|4|6|5|1
ELSA,lifestyle_covariate,drinkwn_e,49147,54.57,60|32|0|4|6|2|15|24
ELSA,lifestyle_covariate,smokev,88869,98.67,1|0
ELSA,lifestyle_covariate,smoken,89297,99.14,0|1
ELSA,lifestyle_covariate,smokef,88901,98.7,0|20|10|15|21.4285717010498|22.8571434020996|9.7142858505249|5
ELSA,cognitive,cogimp,85879,95.35,0|1
ELSA,cognitive,cogothp,85873,95.34,0|1
ELSA,cognitive,slfmem,66145,73.44,5|3|4|2|1
ELSA,cognitive,orient,85485,94.91,4|3|0|2|1
ELSA,lifestyle_covariate,cact,24799,27.53,1|0
ELSA,female_specific,child,90069,100.0,1|2|3|6|0|4|7|5
ELSA,functional,dadliv,89026,98.84,1|0
ELSA,cardiometabolic_chronic,pubpen,89360,99.21,0|1
ELSA,functional,walkcomp,60328,66.98,0|1
ELSA,cardiometabolic_chronic,mweight,39184,43.5,72.0999984741211|97.5|81.5999984741211|82.1999969482422|79.9000015258789|83|71.8000030517578|72
ELSA,functional,raccbath,52110,57.86,0|1
ELSA,lifestyle_covariate,raccwaterc,52110,57.86,1|0
ELSA,lifestyle_covariate,raccwaterh,52110,57.86,1|0
ELSA,functional,racctoilet,52110,57.86,0|1
ELSA,functional,raccheating,52110,57.86,0|1
ELSA,affective,rachpsych,54080,60.04,0|1
ELSA,cardiometabolic_chronic,rachdiab,54080,60.04,0|1
ELSA,cardiometabolic_chronic,rachheart,54080,60.04,0|1
ELSA,cancer_secondary,rachcancer,54080,60.04,0|1
ELSA,affective,cesd,85606,95.04,0|1|7|8|2|5|3|4
ELSA,affective,satlife_e,65700,72.94,6|5|7|4|1|3|2
ELSA,affective,satlifez,65700,72.94,-0.42193031393292|0.338289828749977|-0.473801916226018|-1.13147125544334|-0.479087445033205|0.398722926689729|-0.534716398616247|0.219160384650744
ELSA,affective,depressive,44675,49.6,0|1
ELSA,cognitive,dementia,25115,27.88,3|2|1
ELSA,cognitive,memory_z,44755,49.69,0.151212885975838|-0.385202467441559|-0.921617805957794|0.419420570135117|1.22404360771179|1.49225127696991|-0.11699478328228|0.687628209590912
ELSA,cognitive,orient_z,44429,49.33,0.415153414011002|-1.38347363471985|-3.18210077285767|-4.9807276725769|-6.7793550491333
ELSA,cognitive,tcog_z_z,47722,52.98,-0.851412296295166|1.13669300079346|0.122863233089447|0.670890927314758|0.472214818000793|1.25314354896545|1.60249519348145|1.71894574165344
ELSA,functional,frailty,26846,29.81,11.6666669845581|2.32758617401123|15.4597692489624|20.0862083435059|27.8160915374756|10.2011489868164|1.29310345649719|0.689655184745789
ELSA,functional,breath_e,49446,54.9,0|1
ELSA,cardiometabolic_chronic,diasto,29665,32.94,75|65|52.5|75.5|69|85|69.5|76.5
ELSA,cardiometabolic_chronic,diasto1,29808,33.09,79|67|52|78|69|88|75|90
ELSA,cardiometabolic_chronic,diasto2,29667,32.94,77|64|53|69|85|67|73|62
ELSA,cardiometabolic_chronic,diasto3,29515,32.77,73|66|52|74|69|85|72|76
ELSA,lifestyle_covariate,drinkn_e,15461,17.17,3|4|0|5|2|6|8|7
ELSA,functional,gripsum,29348,32.58,36|41|35|25|40|38|39|29
ELSA,functional,lgrip,29303,32.53,32|39|42|40|27|26|35|31
ELSA,functional,lgrip1,29303,32.53,32|36|31|41|40|27|26|28
ELSA,functional,lgrip2,29301,32.53,30|35|29|28|42|38|25|23
ELSA,functional,lgrip3,29294,32.52,31|39|32|28|40|26|14|35
ELSA,cardiometabolic_chronic,mbmi,29855,33.15,32.4000015258789|28.3999996185303|28.6109561920166|31.2000007629395|30|29|28.539945602417|28.1359043121338
ELSA,cardiometabolic_chronic,mbmicat,29855,33.15,4|3|5|6|2|1
ELSA,cardiometabolic_chronic,mheight,30455,33.81,1.73399996757507|1.69500005245209|1.63100004196167|1.70200002193451|1.64999997615814|1.64600002765656|1.51600003242493|1.56200003623962
ELSA,cardiometabolic_chronic,mwaist,23691,26.3,113.300003051758|98.5999984741211|106.699996948242|118.800003051758|103.699996948242|99.1999969482422|99|106.199996948242
ELSA,cardiometabolic_chronic,pulse,29667,32.94,52.5|70|55.5|41.5|65.5|65|61|112
ELSA,cardiometabolic_chronic,pulse1,29802,33.09,54|69|55|40|65|61|71|104
ELSA,cardiometabolic_chronic,pulse2,29669,32.94,53|72|55|41|65|63|60|106
ELSA,cardiometabolic_chronic,pulse3,29512,32.77,52|68|56|42|66|67|62|65
ELSA,functional,rgrip,29322,32.56,36|41|35|25|40|38|39|29
ELSA,functional,rgrip1,29322,32.56,32|41|34|24|40|37|38|29
ELSA,functional,rgrip2,29319,32.55,36|40|35|25|38|37|27|14
ELSA,functional,rgrip3,29315,32.55,36|38|35|24|39|28|40|22
ELSA,cardiometabolic_chronic,systo,29665,32.94,124.5|133.5|117|146.5|132|151.5|137|130
ELSA,cardiometabolic_chronic,systo1,29810,33.1,130|135|122|141|129|167|143|147
ELSA,cardiometabolic_chronic,systo2,29666,32.94,124|131|118|148|133|153|114|149
ELSA,cardiometabolic_chronic,systo3,29511,32.76,125|136|116|145|131|150|141|127
ELSA,cardiometabolic_chronic,trhchol,30207,33.54,0|1
ELSA,functional,fall1y,7014,7.79,0|1
ELSA,functional,fallnum1y,7003,7.78,0|1|4|2|3|7|6|30
ELSA,female_specific,hystere,13405,14.88,1|0
ELSA,female_specific,mammog,12214,13.56,1|0
HRS,id_time_death,hhidpn,208674,100.0,2010|3010|3020|10001010|10003030|10004010|10004040|10013010
HRS,id_time_death,wave,208674,100.0,5|6|7|8|9|10|11|12
HRS,id_time_death,ragender,208674,100.0,0|1
HRS,id_time_death,rabmonth,208674,100.0,10|1|9|6|3|12|4|11
HRS,id_time_death,rabyear,208674,100.0,1934|1936|1938|1939|1956|1946|1947|1943
HRS,id_time_death,iwstat,208674,100.0,0
HRS,id_time_death,radmonth,63637,30.5,11|8|10|9|3|6|4|7
HRS,id_time_death,radyear,64139,30.74,2001|2013|2015|2011|2016|2018|2007|2009
HRS,id_time_death,radtimtdth,64133,30.73,20|13|17|15|19|14|83|23
HRS,id_time_death,ragey_b,208674,100.0,65|64|66|68|70|72|74|76
HRS,id_time_death,ragey_e,208674,100.0,65|64|66|68|70|72|74|76
HRS,id_time_death,ragey_m,208674,100.0,65|64|66|68|70|72|74|76
HRS,id_time_death,iwendm,208674,100.0,3|4|7|2|9|5|10|8
HRS,id_time_death,iwendy,208674,100.0,2000|2002|2004|2006|2008|2010|2012|2014
HRS,affective,cesd,194374,93.15,1|0|3|4|2|5|6|8
HRS,lifestyle_covariate,vgactx,170415,81.67,3|4|0|2|1
HRS,lifestyle_covariate,mdactx,170595,81.75,1|3|0|4|2
HRS,lifestyle_covariate,ltactx,170642,81.77,2|3|4|1|0
HRS,cardiometabolic_chronic,cholst,120171,57.59,0|1
HRS,female_specific,mammog,70509,33.79,1|0
HRS,female_specific,papsm,58807,28.18,1|0
HRS,cardiometabolic_chronic,bmi,205281,98.37,17.4|26.6|28.3|27.1|24.7|24|22.3|34.9
HRS,cardiometabolic_chronic,height,207909,99.63,1.6002|1.651|1.6256|1.8288|1.8034|1.5748|1.5494|1.4986
HRS,cardiometabolic_chronic,weight,205967,98.7,44.45182|72.5744|77.1103|71.66722|65.31696|63.5026|58.9667|95.2539
HRS,lifestyle_covariate,smokev,207284,99.33,1|0
HRS,lifestyle_covariate,smoken,207490,99.43,1|0
HRS,lifestyle_covariate,drink,208598,99.96,1|0
HRS,lifestyle_covariate,drinkd,208129,99.74,4|3|0|1|5|7|6|2
HRS,affective,sleepe,53781,25.77,0|1
HRS,cardiometabolic_chronic,hibpe,208674,100.0,0|1
HRS,cardiometabolic_chronic,diabe,208674,100.0,0|1
HRS,cancer_secondary,cancre,208674,100.0,0|1
HRS,cardiometabolic_chronic,hearte,208674,100.0,0|1
HRS,cardiometabolic_chronic,stroke,208674,100.0,0|1
HRS,affective,psyche,208674,100.0,1|0
HRS,cognitive,alzhe,114998,55.11,1|0|4|7|3
HRS,cognitive,alzhee,115116,55.17,1|0
HRS,cognitive,demen,113235,54.26,0|1|4|3
HRS,cognitive,demene,115116,55.17,1|0
HRS,lifestyle_covariate,cactp,15180,7.27,1|0
HRS,cardiometabolic_chronic,vocabp,352,0.17,5|9|4|2|8|6|7|3
HRS,cognitive,cogtotp,15180,7.27,30|26|21|19|18|12|17|27
HRS,cognitive,cog27,194471,93.19,10|26|24|11|12|18|7|19
HRS,cognitive,slfmem,194471,93.19,4|2|3|1|5
HRS,affective,lifein,205209,98.34,1|0
HRS,functional,dadliv,207169,99.28,0|1
HRS,functional,walksa,205224,98.35,1|0
HRS,functional,walk1a,206768,99.09,1|0
HRS,functional,walkra,208149,99.75,0|1
HRS,functional,chaira,207757,99.56,0|1
HRS,functional,climsa,195560,93.72,1|0
HRS,functional,clim1a,203643,97.59,0|1
HRS,functional,stoopa,205700,98.57,1|0
HRS,functional,lifta,203046,97.3,1|0
HRS,functional,dressa,208228,99.79,0|1
HRS,functional,batha,208218,99.78,0|1
HRS,functional,eata,208143,99.75,0|1
HRS,functional,beda,208110,99.73,0|1
HRS,functional,toilta,207988,99.67,0|1
HRS,functional,adl6a,208309,99.83,0|1|5|2|6|4|3
HRS,affective,lblonely3,53955,25.86,2|1.33333333333333|1|1.66666666666667|3|2.33333333333333|2.66666666666667|1.5
HRS,affective,lblonely11,46462,22.27,1.90909090909091|1|1.36363636363636|1.18181818181818|2.4|2.27272727272727|1.09090909090909|1.63636363636364
HRS,lifestyle_covariate,raeducl,208632,99.98,1|2|3
HRS,lifestyle_covariate,rural,202374,96.98,0|1
HRS,functional,hearing,208446,99.89,4|5|3|1|2
HRS,functional,fall,115098,55.16,0|1
HRS,functional,fallinj,40224,19.28,0|1
HRS,functional,fallnum,113932,54.6,0|1|2|3|5|7|20|4
HRS,functional,fallslp,151524,72.61,3|2|1
HRS,female_specific,hystere,57701,27.65,1|0
HRS,functional,breath,121201,58.08,1|0
HRS,cardiometabolic_chronic,hchole,72291,34.64,0|1
HRS,cardiometabolic_chronic,rxhibp,206698,99.05,0|1
HRS,cardiometabolic_chronic,rxdiabo,207006,99.2,0|1
HRS,cardiometabolic_chronic,rxdiabi,206271,98.85,0|1
HRS,cardiometabolic_chronic,rxdiab,113655,54.47,0|1
