analysis_set,analysis_tier,cohort,outcome,outcome_label,model_type,adjustment,term,term_label,reference,log_hr,hr,ci_low,ci_high,p_value
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,-0.057057,0.9445,0.7871,1.1334,0.539616
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.264336,1.3026,1.0858,1.5626,0.004428
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.2.0],2.0,1,-0.111654,0.8944,0.6423,1.2453,0.508577
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.3.0],3.0,1,-0.375252,0.6871,0.2824,1.6721,0.408224
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,1,1.141321,3.1309,1.2869,7.6174,0.011871
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,1,0.518048,1.6787,0.8272,3.407,0.151411
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,1,0.352163,1.4221,1.1855,1.706,0.000149
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,1,0.080237,1.0835,0.2685,4.3721,0.910243
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,1,0.346319,1.4139,1.0319,1.9373,0.031156
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,1,0.093513,1.098,0.8776,1.3738,0.413338
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,age,age,1,0.102692,1.1081,1.0971,1.1193,0.0
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.174898,1.1911,0.9458,1.5,0.137106
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.601019,1.824,1.5376,2.1638,0.0
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.2.0],2.0,1,-0.554146,0.5746,0.331,0.9975,0.048958
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.3.0],3.0,1,-0.327364,0.7208,0.2987,1.7395,0.46641
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.2.0],2.0,1,-0.235651,0.7901,0.4443,1.4049,0.422355
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,1,-0.205533,0.8142,0.2026,3.2718,0.772102
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,1,0.195772,1.2162,1.0213,1.4483,0.028019
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,1,0.041837,1.0427,0.3347,3.2484,0.942472
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,1,0.287289,1.3328,1.0389,1.7099,0.023814
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,1,0.037873,1.0386,0.8507,1.268,0.709891
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_core,age,age,1,0.095761,1.1005,1.0911,1.1099,0.0
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.428982,1.5357,1.0828,2.178,0.016116
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.797982,2.2211,1.5131,3.2603,4.6e-05
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,0.942711,2.5669,1.7463,3.7732,2e-06
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.5]",5,1,1.123285,3.0749,2.1533,4.391,0.0
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.2.0],2.0,1,-0.283003,0.7535,0.5728,0.9913,0.043134
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.3.0],3.0,1,0.069856,1.0724,0.6522,1.7631,0.783046
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,1,0.397657,1.4883,0.4716,4.697,0.497663
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,1,0.052781,1.0542,0.6744,1.6479,0.816869
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,1,-0.193062,0.8244,0.6346,1.0711,0.148301
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.8.0],8.0,1,-0.483812,0.6164,0.3373,1.1265,0.115761
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,1,0.254688,1.2901,0.9276,1.7941,0.130159
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,1,-0.497016,0.6083,0.4713,0.7852,0.000135
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,minimal_core,age,age,1,0.108841,1.115,1.0987,1.1315,0.0
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.494443,1.6396,1.533,1.7536,0.0
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.764686,2.1483,1.9493,2.3677,0.0
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,0.682141,1.9781,1.7724,2.2078,0.0
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.5]",5,1,0.954549,2.5975,2.3379,2.8859,0.0
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.2.0],2.0,1,-0.113265,0.8929,0.8408,0.9483,0.000224
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.3.0],3.0,1,-0.231578,0.7933,0.7208,0.8731,2e-06
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.2.0],2.0,1,0.314692,1.3698,0.8912,2.1057,0.1514
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,1,0.039044,1.0398,0.8306,1.3017,0.733359
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,1,0.174374,1.1905,1.086,1.305,0.000198
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,1,0.132012,1.1411,1.0703,1.2167,5.4e-05
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.8.0],8.0,1,0.282684,1.3267,1.1403,1.5435,0.000252
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,1,-11.551768,0.0,0.0,inf,0.988965
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,1,0.75337,2.1241,1.9699,2.2905,0.0
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,1,-0.18564,0.8306,0.7837,0.8803,0.0
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_core,age,age,1,0.096033,1.1008,1.0971,1.1045,0.0
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.304929,1.3565,1.2169,1.5121,0.0
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.871763,2.3911,2.0997,2.723,0.0
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,0.751316,2.1198,1.8291,2.4567,0.0
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.5]",5,1,0.652688,1.9207,1.6628,2.2186,0.0
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.2.0],2.0,1,-0.719701,0.4869,0.2315,1.0241,0.057792
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.3.0],3.0,1,-0.351638,0.7035,0.5371,0.9215,0.010666
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,1,0.090566,1.0948,0.9362,1.2803,0.256703
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,1,0.162784,1.1768,0.8359,1.6567,0.350952
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,1,0.057664,1.0594,0.9595,1.1696,0.253629
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.8.0],8.0,1,0.057233,1.0589,0.8655,1.2955,0.578054
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,1,0.166963,1.1817,1.0187,1.3709,0.027521
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,1,-0.150288,0.8605,0.7602,0.9739,0.017408
strict_earliest_primary,strict_primary,MHAS,all_cause_mortality,All-cause mortality,endotype,minimal_core,age,age,1,0.083805,1.0874,1.0822,1.0927,0.0
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.237622,1.2682,1.1554,1.392,1e-06
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.508347,1.6625,1.4929,1.8514,0.0
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,0.992013,2.6967,2.3965,3.0344,0.0
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.2.0],2.0,1,-0.025565,0.9748,0.888,1.07,0.591079
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_education_raw)[T.3.0],3.0,1,-0.088718,0.9151,0.8049,1.0404,0.175267
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.3.0],3.0,1,0.110537,1.1169,0.7385,1.689,0.600428
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.4.0],4.0,1,0.220606,1.2468,0.8681,1.7909,0.232427
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.5.0],5.0,1,0.160656,1.1743,0.9992,1.38,0.051088
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.7.0],7.0,1,0.092737,1.0972,1.0085,1.1937,0.031087
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_marital_status_raw)[T.8.0],8.0,1,0.256762,1.2927,1.1129,1.5016,0.000778
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_smoking_raw)[T.1.0],1.0,1,0.568646,1.7659,1.5832,1.9696,0.0
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,C(cov_drinking_raw)[T.1.0],1.0,1,-0.165259,0.8477,0.7878,0.9121,1e-05
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,minimal_core,age,age,1,0.103295,1.1088,1.1038,1.1139,0.0
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.421177,1.5238,1.0733,2.1634,0.018509
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.770757,2.1614,1.4705,3.1769,8.8e-05
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,0.911489,2.488,1.6896,3.6637,4e-06
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,"C(endotype_class, Treatment(reference='1'))[T.5]",5,1,1.072241,2.9219,2.0393,4.1866,0.0
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_education_raw)[T.2.0],2.0,1,-0.246096,0.7818,0.5939,1.0293,0.079391
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_education_raw)[T.3.0],3.0,1,0.13879,1.1489,0.6953,1.8984,0.588078
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_marital_status_raw)[T.4.0],4.0,1,0.435079,1.5451,0.4883,4.8895,0.459163
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_marital_status_raw)[T.5.0],5.0,1,0.064061,1.0662,0.6818,1.6673,0.778858
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_marital_status_raw)[T.7.0],7.0,1,-0.18887,0.8279,0.6367,1.0765,0.158562
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_marital_status_raw)[T.8.0],8.0,1,-0.484101,0.6163,0.337,1.1269,0.115927
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_smoking_raw)[T.1.0],1.0,1,0.218787,1.2446,0.8938,1.733,0.195264
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_drinking_raw)[T.1.0],1.0,1,-0.500269,0.6064,0.4696,0.7829,0.000125
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_rural_region_raw)[T.1.0],1.0,1,0.335036,1.398,0.8141,2.4005,0.224528
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_physical_activity_raw)[T.3.0],3.0,1,-0.937103,0.3918,0.1678,0.9148,0.030327
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_physical_activity_raw)[T.4.0],4.0,1,0.249397,1.2833,0.69,2.3866,0.430802
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_physical_activity_raw)[T.5.0],5.0,1,0.165105,1.1795,0.7551,1.8426,0.468178
strict_earliest_primary,strict_primary,ELSA,all_cause_mortality,All-cause mortality,endotype,expanded_core,age,age,1,0.106461,1.1123,1.0958,1.1291,0.0
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.227303,1.2552,1.1416,1.3801,3e-06
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.460268,1.5845,1.4177,1.7709,0.0
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,0.91308,2.492,2.2003,2.8223,0.0
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_education_raw)[T.2.0],2.0,1,-0.015053,0.9851,0.8954,1.0836,0.757069
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_education_raw)[T.3.0],3.0,1,-0.084252,0.9192,0.8054,1.0491,0.211419
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_marital_status_raw)[T.3.0],3.0,1,0.024407,1.0247,0.6647,1.5796,0.911986
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_marital_status_raw)[T.4.0],4.0,1,0.212785,1.2371,0.8558,1.7883,0.257743
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_marital_status_raw)[T.5.0],5.0,1,0.094743,1.0994,0.9289,1.3012,0.270516
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_marital_status_raw)[T.7.0],7.0,1,0.101877,1.1072,1.0161,1.2066,0.020118
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_marital_status_raw)[T.8.0],8.0,1,0.198415,1.2195,1.0433,1.4254,0.012683
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_smoking_raw)[T.1.0],1.0,1,0.560879,1.7522,1.5662,1.9603,0.0
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_drinking_raw)[T.1.0],1.0,1,-0.146244,0.8639,0.8015,0.9312,0.000133
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_rural_region_raw)[T.1.0],1.0,1,-0.096115,0.9084,0.8299,0.9942,0.037062
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_physical_activity_raw)[T.3.0],3.0,1,-0.049183,0.952,0.8312,1.0903,0.477336
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_physical_activity_raw)[T.4.0],4.0,1,0.072355,1.075,0.9236,1.2514,0.350461
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,C(cov_physical_activity_raw)[T.5.0],5.0,1,0.144879,1.1559,1.0443,1.2794,0.005144
strict_earliest_primary,strict_primary,SHARE,all_cause_mortality,All-cause mortality,endotype,expanded_core,age,age,1,0.101697,1.107,1.1018,1.1123,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.031561,1.0321,0.8542,1.247,0.74365
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.372622,1.4515,1.1971,1.76,0.000151
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,1,-0.131284,0.877,0.6293,1.2221,0.438131
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,1,-0.393265,0.6748,0.2771,1.6436,0.386542
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.4.0],4.0,1,1.014777,2.7587,1.1311,6.7288,0.025701
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,1,0.544043,1.723,0.8083,3.6725,0.158858
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,1,0.333612,1.396,1.1538,1.689,0.000599
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,1,0.235236,1.2652,0.3129,5.1154,0.741378
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,1,0.514143,1.6722,1.1886,2.3525,0.003155
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,1,0.143028,1.1538,0.9123,1.4592,0.232573
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,age,age,1,0.097942,1.1029,1.0915,1.1144,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,cov_bmi,cov_bmi,1,-0.069922,0.9325,0.9078,0.9578,0.0
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.168315,1.1833,0.9264,1.5114,0.177671
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.567536,1.7639,1.4545,2.1391,0.0
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_education_raw)[T.2.0],2.0,1,-0.480204,0.6187,0.319,1.1999,0.155402
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_education_raw)[T.3.0],3.0,1,-0.888164,0.4114,0.1023,1.6537,0.210834
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.2.0],2.0,1,-0.124299,0.8831,0.4834,1.6133,0.685991
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.5.0],5.0,1,-0.008229,0.9918,0.2463,3.9937,0.990761
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.7.0],7.0,1,0.231637,1.2607,1.0388,1.5299,0.018998
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_marital_status_raw)[T.rare_or_sparse],rare_or_sparse,1,-0.154066,0.8572,0.2132,3.4473,0.828224
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_smoking_raw)[T.1.0],1.0,1,0.329445,1.3902,1.0621,1.8196,0.016449
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,C(cov_drinking_raw)[T.1.0],1.0,1,0.08448,1.0882,0.8755,1.3525,0.446422
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,age,age,1,0.092421,1.0968,1.0865,1.1073,0.0
strict_earliest_primary,strict_primary,CHARLS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,cov_bmi,cov_bmi,1,-0.027402,0.973,0.9532,0.9931,0.008813
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.2]",2,1,0.49713,1.644,1.5349,1.7608,0.0
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.3]",3,1,0.774825,2.1702,1.9641,2.398,0.0
strict_earliest_primary,strict_primary,HRS,all_cause_mortality,All-cause mortality,endotype,minimal_plus_bmi,"C(endotype_class, Treatment(reference='1'))[T.4]",4,1,0.707519,2.029,1.8144,2.2688,0.0
