analysis_set,analysis_tier,cohort,outcome,outcome_label,model_type,term,term_label,log_or,or,ci_low,ci_high,p_value
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,age,age,0.003847,1.0039,0.9967,1.011,0.289982
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,Intercept,Intercept,0.428991,1.5357,1.0299,2.2899,0.035336
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.057074,0.9445,0.8964,0.9953,0.03258
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,age,age,-0.00802,0.992,0.9857,0.9984,0.014466
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,Intercept,Intercept,1.222838,3.3968,2.3204,4.9726,0.0
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,cardiometabolic_chronic_score,cardiometabolic_chronic_score,0.011447,1.0115,0.9523,1.0744,0.710119
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,age,age,-0.010691,0.9894,0.9836,0.9951,0.000301
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,Intercept,Intercept,3.574137,35.6638,25.893,49.1217,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.378316,0.685,0.6533,0.7182,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,age,age,-0.040378,0.9604,0.956,0.9649,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,Intercept,Intercept,2.510543,12.3116,8.529,17.7718,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.498158,0.6076,0.5748,0.6424,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,age,age,-0.041846,0.959,0.9534,0.9647,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,Intercept,Intercept,-0.985314,0.3733,0.293,0.4757,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.263507,0.7684,0.7396,0.7982,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,matched_domain_score,age,age,0.014209,1.0143,1.0105,1.0181,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,Intercept,Intercept,-1.469927,0.2299,0.128,0.413,1e-06
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,functional_score,functional_score,-0.101911,0.9031,0.8251,0.9885,0.026966
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cognitive_score,cognitive_score,-0.032464,0.9681,0.8795,1.0656,0.507349
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,affective_score,affective_score,0.013623,1.0137,0.9372,1.0964,0.733565
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.251141,0.7779,0.7185,0.8423,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,age,age,0.008846,1.0089,1.0001,1.0178,0.04826
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,Intercept,Intercept,0.431344,1.5393,1.0088,2.3488,0.045423
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,functional_score,functional_score,0.04586,1.0469,0.9811,1.1172,0.166423
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cognitive_score,cognitive_score,-0.047505,0.9536,0.9009,1.0094,0.101472
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,affective_score,affective_score,0.097813,1.1028,1.0424,1.1666,0.000661
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.07327,0.9293,0.8811,0.9802,0.007065
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,age,age,-0.007966,0.9921,0.9853,0.9988,0.021551
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,Intercept,Intercept,1.020328,2.7741,1.8248,4.2174,2e-06
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,functional_score,functional_score,0.033096,1.0336,0.9693,1.1023,0.313126
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cognitive_score,cognitive_score,-0.107244,0.8983,0.8382,0.9628,0.002418
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,affective_score,affective_score,0.091861,1.0962,1.0303,1.1663,0.003683
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cardiometabolic_chronic_score,cardiometabolic_chronic_score,0.001739,1.0017,0.9422,1.065,0.955633
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,age,age,-0.007612,0.9924,0.9861,0.9988,0.019016
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,Intercept,Intercept,3.495018,32.9509,23.438,46.3248,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,functional_score,functional_score,-0.053938,0.9475,0.8898,1.009,0.09267
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cognitive_score,cognitive_score,-0.020626,0.9796,0.9304,1.0313,0.432342
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,affective_score,affective_score,0.01158,1.0116,0.9625,1.0633,0.648589
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.369132,0.6913,0.6584,0.7259,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,age,age,-0.039304,0.9615,0.9567,0.9662,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,Intercept,Intercept,2.432325,11.3853,7.6671,16.9068,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,functional_score,functional_score,-0.053475,0.9479,0.8896,1.0101,0.098751
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cognitive_score,cognitive_score,-0.021394,0.9788,0.9256,1.0352,0.45374
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,affective_score,affective_score,0.066446,1.0687,1.0121,1.1284,0.016606
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.504883,0.6036,0.5702,0.6389,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,age,age,-0.040631,0.9602,0.9541,0.9663,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,Intercept,Intercept,-0.8498,0.4275,0.3269,0.559,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,functional_score,functional_score,-0.045528,0.9555,0.9105,1.0028,0.06458
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cognitive_score,cognitive_score,0.059104,1.0609,1.0132,1.1108,0.011791
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,affective_score,affective_score,0.148008,1.1595,1.1144,1.2065,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.290561,0.7478,0.7191,0.7777,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,four_domain_scores,age,age,0.012148,1.0122,1.0081,1.0164,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,Intercept,Intercept,-0.987642,0.3725,0.2332,0.595,3.6e-05
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.2]",2,-0.260904,0.7704,0.6599,0.8993,0.000952
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.3]",3,-0.638456,0.5281,0.419,0.6656,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age,age,0.004652,1.0047,0.9973,1.012,0.21241
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,Intercept,Intercept,0.512102,1.6688,1.1172,2.4927,0.012371
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.080329,1.0836,0.919,1.2778,0.339401
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.117402,1.1246,0.9664,1.3086,0.129026
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age,age,-0.009791,0.9903,0.9838,0.9967,0.003301
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,Intercept,Intercept,1.291622,3.6387,2.5013,5.2932,0.0
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.169392,1.1846,1.0306,1.3616,0.017107
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.278928,1.3217,1.072,1.6296,0.009035
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.4]",4,0.059198,1.061,0.857,1.3135,0.586788
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.5]",5,0.31395,1.3688,1.1133,1.6829,0.002898
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age,age,-0.013443,0.9866,0.9808,0.9925,8e-06
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,Intercept,Intercept,4.022513,55.8412,40.7975,76.4322,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.2]",2,-0.35107,0.7039,0.6332,0.7826,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.3]",3,-0.469332,0.6254,0.5267,0.7426,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.4]",4,-0.20201,0.8171,0.6706,0.9955,0.045036
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.5]",5,-0.676224,0.5085,0.4188,0.6175,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age,age,-0.043258,0.9577,0.9532,0.9621,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,Intercept,Intercept,2.939991,18.9157,12.9975,27.5287,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.2]",2,-0.642157,0.5262,0.4676,0.5921,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.3]",3,-1.45335,0.2338,0.1933,0.2827,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.4]",4,-0.360185,0.6975,0.5612,0.8671,0.001175
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.5]",5,-0.551973,0.5758,0.468,0.7084,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age,age,-0.04141,0.9594,0.9537,0.9652,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,Intercept,Intercept,-0.597801,0.55,0.4313,0.7014,1e-06
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.2]",2,-0.353599,0.7022,0.6481,0.7607,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.3]",3,-0.096539,0.908,0.806,1.0229,0.11236
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,"C(endotype_class, Treatment(reference='1'))[T.4]",4,-0.284145,0.7527,0.6365,0.8901,0.000897
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype,age,age,0.01081,1.0109,1.0069,1.0148,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,Intercept,Intercept,-1.2362,0.2905,0.1784,0.4731,1e-06
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.153571,1.166,0.888,1.5309,0.269
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.3]",3,-0.051608,0.9497,0.6456,1.397,0.793241
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.289917,0.7483,0.6386,0.8769,0.000338
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,age,age,0.004638,1.0046,0.9973,1.012,0.213403
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,Intercept,Intercept,0.471933,1.6031,1.0716,2.3982,0.021649
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.087178,1.0911,0.9251,1.2868,0.300361
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.132405,1.1416,0.9804,1.3293,0.088207
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.06137,0.9405,0.8923,0.9912,0.022102
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,age,age,-0.009194,0.9908,0.9844,0.9974,0.005956
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,Intercept,Intercept,1.162203,3.197,2.1574,4.7374,0.0
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.310412,1.364,1.1282,1.6491,0.001349
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.401634,1.4943,1.1767,1.8976,0.000986
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.4]",4,0.36816,1.4451,1.0138,2.0599,0.041796
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.5]",5,0.457357,1.5799,1.2345,2.0219,0.000279
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.11695,0.8896,0.7994,0.9901,0.032122
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,age,age,-0.012938,0.9871,0.9813,0.993,2e-05
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,Intercept,Intercept,3.399092,29.9369,21.5816,41.5269,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.382118,1.4654,1.2615,1.7022,1e-06
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.231409,1.2604,1.0275,1.5461,0.026416
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.4]",4,0.277602,1.32,1.0713,1.6263,0.009129
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.5]",5,0.199257,1.2205,0.9614,1.5495,0.101757
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.488967,0.6133,0.5724,0.6571,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,age,age,-0.041123,0.9597,0.9552,0.9642,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,Intercept,Intercept,2.541516,12.6989,8.5184,18.9311,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.021435,1.0217,0.7961,1.3112,0.866297
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.3]",3,-0.125957,0.8817,0.5461,1.4234,0.606264
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.4]",4,0.01572,1.0158,0.7935,1.3006,0.900762
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.5]",5,0.117153,1.1243,0.83,1.523,0.449314
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.48194,0.6176,0.5265,0.7245,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,age,age,-0.042421,0.9585,0.9527,0.9643,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,Intercept,Intercept,-0.956038,0.3844,0.2987,0.4948,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.15688,1.1699,1.0401,1.3158,0.008898
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.392493,1.4807,1.2794,1.7137,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,"C(endotype_class, Treatment(reference='1'))[T.4]",4,0.263706,1.3017,1.0722,1.5805,0.007729
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.342623,0.7099,0.6696,0.7526,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_matched_domain,age,age,0.011797,1.0119,1.0079,1.0158,0.0
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,Intercept,Intercept,-1.515511,0.2197,0.1194,0.4044,1e-06
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.183973,1.202,0.9133,1.5819,0.189245
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.131977,1.1411,0.7418,1.7554,0.548132
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,functional_score,functional_score,-0.097846,0.9068,0.8206,1.0021,0.054896
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cognitive_score,cognitive_score,-0.026705,0.9736,0.8822,1.0746,0.595751
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,affective_score,affective_score,0.017099,1.0172,0.94,1.1008,0.671209
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.327564,0.7207,0.612,0.8486,8.5e-05
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,age,age,0.008189,1.0082,0.9993,1.0172,0.070273
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,Intercept,Intercept,0.46956,1.5993,1.0371,2.4661,0.033586
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.2]",2,-0.02678,0.9736,0.7858,1.2063,0.806539
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.3]",3,-0.196801,0.8214,0.5359,1.2589,0.366415
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,functional_score,functional_score,0.117725,1.1249,0.9469,1.3364,0.180476
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cognitive_score,cognitive_score,-0.047628,0.9535,0.9007,1.0094,0.10135
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,affective_score,affective_score,0.099086,1.1042,1.0436,1.1683,0.000581
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.073667,0.929,0.8807,0.9799,0.006778
