analysis_set,analysis_tier,cohort,wave,n,n_classes,reference_bic,reference_entropy_separation,reference_mean_max_posterior,replicate_id,resample_design,adjusted_rand_index_vs_reference,mean_centroid_distance_vs_reference,max_centroid_distance_vs_reference,aligned_component_order,replicate_min_class_pct_on_full_data,replicate_entropy_separation_on_full_data,replicate_converged,skip_reason,source_note
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,57,nonparametric_bootstrap,0.9963,0.0271,0.0374,"1,2,3",20.47,0.8964,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,58,nonparametric_bootstrap,0.9939,0.0384,0.0522,"1,2,3",20.47,0.8999,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,59,nonparametric_bootstrap,0.9781,0.1573,0.2177,"2,1,3",20.47,0.8405,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,60,nonparametric_bootstrap,0.9765,0.1689,0.2507,"2,1,3",20.52,0.8381,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,61,nonparametric_bootstrap,0.999,0.0234,0.0287,"1,2,3",20.47,0.8897,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,62,nonparametric_bootstrap,0.9971,0.0239,0.033,"1,2,3",20.47,0.8856,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,63,nonparametric_bootstrap,0.9949,0.0349,0.0496,"1,2,3",20.47,0.8783,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,64,nonparametric_bootstrap,0.9963,0.0314,0.0452,"1,2,3",20.47,0.8948,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,65,nonparametric_bootstrap,0.9698,0.1851,0.2716,"2,1,3",20.73,0.8374,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,66,nonparametric_bootstrap,0.9937,0.039,0.0535,"1,2,3",20.47,0.9004,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,67,nonparametric_bootstrap,0.9979,0.0227,0.0346,"1,2,3",20.47,0.8919,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,68,nonparametric_bootstrap,0.9963,0.022,0.0246,"1,2,3",20.47,0.8907,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,69,nonparametric_bootstrap,0.9781,0.1099,0.1172,"1,2,3",20.47,0.8616,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,70,nonparametric_bootstrap,0.9781,0.1169,0.1297,"1,2,3",20.47,0.8612,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,71,nonparametric_bootstrap,0.9781,0.1222,0.1411,"1,2,3",20.47,0.8614,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,72,nonparametric_bootstrap,0.9781,0.1128,0.1178,"1,2,3",20.47,0.8591,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,73,nonparametric_bootstrap,0.9994,0.0179,0.0264,"1,2,3",20.47,0.8921,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,74,nonparametric_bootstrap,0.9932,0.0358,0.044,"1,2,3",20.47,0.9049,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,75,nonparametric_bootstrap,0.9781,0.1131,0.1332,"1,2,3",20.47,0.8613,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,76,nonparametric_bootstrap,0.989,0.0463,0.08,"1,2,3",20.47,0.8834,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,77,nonparametric_bootstrap,0.9735,0.1696,0.255,"2,1,3",20.61,0.8396,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,78,nonparametric_bootstrap,0.9781,0.0996,0.1173,"1,2,3",20.47,0.8646,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,79,nonparametric_bootstrap,0.9781,0.1031,0.1304,"1,2,3",20.47,0.8644,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,80,nonparametric_bootstrap,0.9952,0.0307,0.0476,"1,2,3",20.47,0.8963,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,81,nonparametric_bootstrap,0.9962,0.0284,0.0372,"1,2,3",20.47,0.8862,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,82,nonparametric_bootstrap,0.9781,0.1277,0.142,"1,2,3",20.47,0.8584,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,83,nonparametric_bootstrap,0.9779,0.1715,0.2393,"2,1,3",20.48,0.8348,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,84,nonparametric_bootstrap,0.9724,0.1816,0.2519,"2,1,3",20.65,0.8349,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,85,nonparametric_bootstrap,0.9976,0.0238,0.0314,"1,2,3",20.47,0.8952,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,86,nonparametric_bootstrap,0.9781,0.1153,0.1391,"1,2,3",20.47,0.8624,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,87,nonparametric_bootstrap,0.9955,0.0266,0.0483,"1,2,3",20.47,0.8925,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,88,nonparametric_bootstrap,0.9996,0.0134,0.019,"1,2,3",20.47,0.8894,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,89,nonparametric_bootstrap,0.9756,0.1584,0.2045,"2,1,3",20.55,0.8425,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,90,nonparametric_bootstrap,0.9999,0.0306,0.044,"1,2,3",20.47,0.8906,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,91,nonparametric_bootstrap,0.9968,0.0359,0.0588,"1,2,3",20.47,0.8936,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,92,nonparametric_bootstrap,0.9781,0.1202,0.1477,"1,2,3",20.47,0.8599,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,93,nonparametric_bootstrap,0.997,0.0267,0.0489,"1,2,3",20.47,0.894,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,94,nonparametric_bootstrap,0.9781,0.1079,0.1207,"1,2,3",20.47,0.863,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,95,nonparametric_bootstrap,0.9988,0.021,0.0267,"1,2,3",20.47,0.8913,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,96,nonparametric_bootstrap,0.9943,0.0309,0.0412,"1,2,3",20.47,0.8943,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,97,nonparametric_bootstrap,0.9714,0.1769,0.2707,"2,1,3",20.68,0.8367,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,98,nonparametric_bootstrap,0.9956,0.0541,0.0936,"1,2,3",20.47,0.8965,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,99,nonparametric_bootstrap,0.9781,0.1064,0.1129,"1,2,3",20.47,0.8655,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,100,nonparametric_bootstrap,0.9781,0.1187,0.1447,"1,2,3",20.47,0.8612,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,101,nonparametric_bootstrap,0.9781,0.1553,0.2382,"2,1,3",20.47,0.8396,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,102,nonparametric_bootstrap,0.9728,0.1747,0.2588,"2,1,3",20.64,0.8372,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,103,nonparametric_bootstrap,0.9973,0.0235,0.0369,"1,2,3",20.47,0.8905,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,104,nonparametric_bootstrap,0.9764,0.1768,0.2386,"2,1,3",20.52,0.8379,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,105,nonparametric_bootstrap,0.9957,0.0157,0.0196,"1,2,3",20.47,0.8836,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,106,nonparametric_bootstrap,0.9629,0.1852,0.2818,"2,1,3",20.95,0.8345,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,107,nonparametric_bootstrap,0.9975,0.0186,0.0223,"1,2,3",20.47,0.8918,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,108,nonparametric_bootstrap,0.9781,0.1122,0.1287,"1,2,3",20.47,0.8566,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,109,nonparametric_bootstrap,0.9943,0.032,0.0389,"1,2,3",20.47,0.8962,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,110,nonparametric_bootstrap,0.9757,0.1718,0.2443,"2,1,3",20.54,0.8377,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,111,nonparametric_bootstrap,0.9963,0.0223,0.0282,"1,2,3",20.47,0.8929,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,112,nonparametric_bootstrap,0.9781,0.1122,0.1255,"1,2,3",20.47,0.8597,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,113,nonparametric_bootstrap,0.9981,0.0228,0.0247,"1,2,3",20.47,0.8832,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,114,nonparametric_bootstrap,0.9986,0.0181,0.0239,"1,2,3",20.47,0.8885,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,115,nonparametric_bootstrap,0.9781,0.1104,0.117,"1,2,3",20.47,0.8612,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,116,nonparametric_bootstrap,0.9968,0.0174,0.0311,"1,2,3",20.47,0.8928,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,117,nonparametric_bootstrap,0.9971,0.0195,0.0276,"1,2,3",20.47,0.8915,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,118,nonparametric_bootstrap,0.9746,0.1762,0.2361,"2,1,3",20.58,0.8389,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,119,nonparametric_bootstrap,0.9908,0.0428,0.0614,"1,2,3",20.47,0.8796,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,120,nonparametric_bootstrap,0.9992,0.018,0.0303,"1,2,3",20.47,0.8897,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,121,nonparametric_bootstrap,0.9994,0.0189,0.0309,"1,2,3",20.47,0.8926,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,122,nonparametric_bootstrap,0.9769,0.1821,0.2813,"2,1,3",20.5,0.8334,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,123,nonparametric_bootstrap,0.9779,0.1804,0.2634,"2,1,3",20.48,0.8361,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,124,nonparametric_bootstrap,0.9709,0.1698,0.2346,"2,1,3",20.69,0.8396,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,125,nonparametric_bootstrap,0.9716,0.1781,0.2668,"2,1,3",20.67,0.8365,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,126,nonparametric_bootstrap,0.9996,0.0279,0.0555,"1,2,3",20.47,0.8869,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,127,nonparametric_bootstrap,0.9781,0.1027,0.1126,"1,2,3",20.47,0.8608,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,128,nonparametric_bootstrap,0.976,0.1883,0.2842,"2,1,3",20.53,0.8317,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,129,nonparametric_bootstrap,0.9781,0.0998,0.1161,"1,2,3",20.47,0.865,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,130,nonparametric_bootstrap,0.9695,0.1741,0.2746,"2,1,3",20.74,0.8345,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,131,nonparametric_bootstrap,0.999,0.0227,0.0286,"1,2,3",20.47,0.8903,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,132,nonparametric_bootstrap,0.9961,0.0254,0.0351,"1,2,3",20.47,0.8792,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,133,nonparametric_bootstrap,0.9962,0.0235,0.0488,"1,2,3",20.47,0.8924,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,134,nonparametric_bootstrap,0.9956,0.0305,0.0657,"1,2,3",20.47,0.895,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
