analysis_set,analysis_tier,cohort,wave,n,n_classes,reference_bic,reference_entropy_separation,reference_mean_max_posterior,replicate_id,resample_design,adjusted_rand_index_vs_reference,mean_centroid_distance_vs_reference,max_centroid_distance_vs_reference,aligned_component_order,replicate_min_class_pct_on_full_data,replicate_entropy_separation_on_full_data,replicate_converged,skip_reason,source_note
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,144,nonparametric_bootstrap,0.2867,0.8543,1.9059,"1,2,3,4,5",1.1,0.8867,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,145,nonparametric_bootstrap,0.4103,0.8409,3.3302,"2,1,3,4,5",0.18,0.9999,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,146,nonparametric_bootstrap,0.9837,0.5425,1.4697,"1,2,3,4,5",2.3,0.9856,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,147,nonparametric_bootstrap,0.9464,0.3585,0.8521,"1,2,3,4,5",5.46,0.9574,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,148,nonparametric_bootstrap,0.2981,0.3221,0.7109,"1,2,3,4,5",4.05,0.8923,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,149,nonparametric_bootstrap,1.0,0.0392,0.0704,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,150,nonparametric_bootstrap,0.4039,0.4619,1.1217,"2,1,3,4,5",2.21,0.9999,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,151,nonparametric_bootstrap,1.0,0.0647,0.1038,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,152,nonparametric_bootstrap,1.0,0.058,0.139,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,153,nonparametric_bootstrap,0.9902,0.6072,2.2395,"1,2,3,4,5",0.14,0.9975,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,154,nonparametric_bootstrap,1.0,0.0432,0.0722,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,155,nonparametric_bootstrap,0.2997,0.3088,0.7069,"1,2,3,4,5",4.05,0.8904,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,156,nonparametric_bootstrap,0.7609,0.6445,1.9362,"1,2,4,3,5",9.24,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,157,nonparametric_bootstrap,0.283,0.8522,1.7448,"1,2,3,5,4",1.87,0.8855,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,158,nonparametric_bootstrap,0.9906,0.6737,2.6139,"1,2,3,5,4",0.02,0.9984,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,159,nonparametric_bootstrap,1.0,0.0661,0.1498,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,160,nonparametric_bootstrap,0.9905,0.5893,2.16,"1,2,3,5,4",0.04,0.9971,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,161,nonparametric_bootstrap,0.4083,0.7116,2.3558,"1,4,2,3,5",0.6,0.9921,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,162,nonparametric_bootstrap,0.3,0.3003,0.693,"1,2,3,4,5",4.05,0.8915,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,163,nonparametric_bootstrap,1.0,0.0509,0.1038,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,164,nonparametric_bootstrap,0.9888,0.5988,2.0859,"1,2,3,5,4",0.5,0.9993,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,165,nonparametric_bootstrap,1.0,0.0331,0.0528,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,166,nonparametric_bootstrap,0.9907,0.6351,2.3671,"1,2,3,4,5",0.0,0.9993,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,167,nonparametric_bootstrap,0.9881,0.6088,2.1255,"1,2,3,5,4",0.69,0.9957,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,168,nonparametric_bootstrap,0.409,0.6866,2.2067,"1,4,2,3,5",0.4,0.9954,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,169,nonparametric_bootstrap,0.2875,0.8624,1.9247,"1,2,3,5,4",1.29,0.8871,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,170,nonparametric_bootstrap,0.9882,0.6024,2.14,"1,2,3,4,5",0.68,0.9964,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,171,nonparametric_bootstrap,0.2695,0.8952,1.9345,"1,2,3,5,4",1.29,0.9941,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,172,nonparametric_bootstrap,0.2876,0.8639,1.9122,"1,2,3,4,5",1.19,0.8877,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,173,nonparametric_bootstrap,0.2987,0.3242,0.6988,"1,2,3,4,5",4.05,0.8935,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,174,nonparametric_bootstrap,0.28,0.8076,1.2307,"1,2,3,4,5",3.25,0.8795,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,175,nonparametric_bootstrap,0.3959,1.1504,2.7946,"2,1,3,5,4",0.04,0.984,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,176,nonparametric_bootstrap,0.9882,0.6022,2.2159,"1,2,3,5,4",0.66,0.9959,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,177,nonparametric_bootstrap,0.4056,0.6961,2.1311,"1,4,2,3,5",1.47,0.9893,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,178,nonparametric_bootstrap,1.0,0.042,0.0813,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,179,nonparametric_bootstrap,0.4073,0.6985,2.2335,"1,4,2,3,5",0.89,0.9892,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,180,nonparametric_bootstrap,0.4015,0.6366,1.5036,"1,3,2,4,5",4.05,0.9805,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,181,nonparametric_bootstrap,0.9901,0.6611,2.4635,"1,2,3,4,5",0.16,0.998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,182,nonparametric_bootstrap,0.2853,0.8154,1.632,"1,2,3,4,5",2.08,0.8872,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,183,nonparametric_bootstrap,1.0,0.0478,0.1016,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,184,nonparametric_bootstrap,0.298,0.3191,0.6975,"1,2,3,4,5",4.05,0.893,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,185,nonparametric_bootstrap,0.2844,0.8605,1.9041,"1,2,3,5,4",1.3,0.8887,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,186,nonparametric_bootstrap,0.2854,0.8473,1.6267,"1,2,3,4,5",2.08,0.8872,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,187,nonparametric_bootstrap,0.9393,0.3554,0.8218,"1,2,3,4,5",5.89,0.9561,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,188,nonparametric_bootstrap,0.9903,0.6476,2.4264,"1,2,3,5,4",0.1,0.9981,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,189,nonparametric_bootstrap,0.3985,1.4597,3.491,"1,3,2,5,4",0.01,0.9856,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,190,nonparametric_bootstrap,1.0,0.04,0.0748,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,191,nonparametric_bootstrap,0.2671,0.8669,1.6779,"1,2,3,4,5",2.07,0.9922,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,192,nonparametric_bootstrap,1.0,0.0725,0.1157,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,193,nonparametric_bootstrap,1.0,0.0513,0.1395,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,194,nonparametric_bootstrap,0.4036,1.2926,2.4121,"1,3,2,5,4",0.0,0.9963,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,195,nonparametric_bootstrap,0.2825,0.8272,1.5217,"1,2,3,4,5",2.5,0.8857,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,196,nonparametric_bootstrap,1.0,0.079,0.1769,"1,2,3,4,5",4.05,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,197,nonparametric_bootstrap,0.9479,0.3478,0.7532,"1,2,3,4,5",5.45,0.9555,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,198,nonparametric_bootstrap,0.9905,0.9326,3.9331,"1,2,3,5,4",0.01,0.9994,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,199,nonparametric_bootstrap,0.2695,0.8914,1.8441,"1,2,3,4,5",1.29,0.9932,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,HRS,5,10202,5,-59579.5,0.9554,0.9714,200,nonparametric_bootstrap,0.9898,0.6307,2.3538,"1,2,3,4,5",0.22,0.9971,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,1,nonparametric_bootstrap,0.9781,0.1096,0.1539,"1,2,3",20.47,0.8661,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,2,nonparametric_bootstrap,0.9781,0.1038,0.1299,"1,2,3",20.47,0.8647,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,3,nonparametric_bootstrap,0.9781,0.1282,0.1453,"1,2,3",20.47,0.8581,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,4,nonparametric_bootstrap,0.9764,0.1745,0.2565,"2,1,3",20.52,0.8376,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,5,nonparametric_bootstrap,0.9781,0.111,0.1313,"1,2,3",20.47,0.8627,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,6,nonparametric_bootstrap,0.9695,0.1921,0.2706,"2,1,3",20.74,0.8366,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,7,nonparametric_bootstrap,0.9974,0.022,0.027,"1,2,3",20.47,0.8818,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,8,nonparametric_bootstrap,0.991,0.0368,0.0514,"1,2,3",20.47,0.8795,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,9,nonparametric_bootstrap,0.9781,0.1099,0.1372,"1,2,3",20.47,0.8618,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,10,nonparametric_bootstrap,0.9974,0.0211,0.0233,"1,2,3",20.47,0.8904,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,11,nonparametric_bootstrap,0.9718,0.1764,0.268,"2,1,3",20.67,0.8378,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,12,nonparametric_bootstrap,0.9781,0.1218,0.1402,"1,2,3",20.47,0.8555,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,13,nonparametric_bootstrap,0.9781,0.1706,0.2566,"2,1,3",20.47,0.8347,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,14,nonparametric_bootstrap,0.9781,0.1246,0.1398,"1,2,3",20.47,0.8568,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,15,nonparametric_bootstrap,0.997,0.0179,0.0205,"1,2,3",20.47,0.8908,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,16,nonparametric_bootstrap,0.9781,0.1311,0.1386,"1,2,3",20.47,0.8531,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,17,nonparametric_bootstrap,0.9931,0.0374,0.0473,"1,2,3",20.47,0.9032,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,18,nonparametric_bootstrap,0.9932,0.0329,0.0383,"1,2,3",20.47,0.8985,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,19,nonparametric_bootstrap,0.9781,0.1254,0.142,"1,2,3",20.47,0.8595,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,20,nonparametric_bootstrap,0.9781,0.1299,0.1431,"1,2,3",20.47,0.8508,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,21,nonparametric_bootstrap,0.9721,0.1733,0.2592,"2,1,3",20.66,0.8392,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,22,nonparametric_bootstrap,0.9996,0.0217,0.0319,"1,2,3",20.47,0.8886,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,23,nonparametric_bootstrap,0.9996,0.0205,0.0323,"1,2,3",20.47,0.8921,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,24,nonparametric_bootstrap,0.9987,0.0281,0.0462,"1,2,3",20.47,0.8919,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,25,nonparametric_bootstrap,0.978,0.1671,0.2313,"2,1,3",20.47,0.8377,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,26,nonparametric_bootstrap,0.9969,0.0271,0.0558,"1,2,3",20.47,0.8868,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,27,nonparametric_bootstrap,0.9948,0.0319,0.0344,"1,2,3",20.47,0.8973,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,28,nonparametric_bootstrap,0.9743,0.1739,0.2457,"2,1,3",20.59,0.8397,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,29,nonparametric_bootstrap,0.9948,0.0214,0.0299,"1,2,3",20.47,0.8957,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,30,nonparametric_bootstrap,0.9963,0.03,0.0373,"1,2,3",20.47,0.895,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,31,nonparametric_bootstrap,0.9781,0.1181,0.1311,"1,2,3",20.47,0.8588,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,32,nonparametric_bootstrap,0.9698,0.1734,0.2631,"2,1,3",20.73,0.8357,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,33,nonparametric_bootstrap,0.9977,0.0201,0.0319,"1,2,3",20.47,0.886,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,34,nonparametric_bootstrap,0.9768,0.1661,0.2511,"2,1,3",20.51,0.8382,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,35,nonparametric_bootstrap,0.9957,0.0293,0.039,"1,2,3",20.47,0.8956,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,36,nonparametric_bootstrap,0.997,0.0246,0.0362,"1,2,3",20.47,0.8832,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,37,nonparametric_bootstrap,0.9929,0.0432,0.0729,"1,2,3",20.47,0.8965,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,38,nonparametric_bootstrap,0.9781,0.1073,0.1304,"1,2,3",20.47,0.8581,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,39,nonparametric_bootstrap,0.9781,0.133,0.142,"1,2,3",20.47,0.8537,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,40,nonparametric_bootstrap,0.9781,0.1152,0.1409,"1,2,3",20.47,0.8625,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,41,nonparametric_bootstrap,0.9981,0.0176,0.0239,"1,2,3",20.47,0.8889,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,42,nonparametric_bootstrap,0.9781,0.1176,0.131,"1,2,3",20.47,0.8591,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,43,nonparametric_bootstrap,0.9968,0.0254,0.0393,"1,2,3",20.47,0.8959,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,44,nonparametric_bootstrap,0.9967,0.0208,0.032,"1,2,3",20.47,0.8929,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,45,nonparametric_bootstrap,0.9777,0.1628,0.2453,"2,1,3",20.48,0.84,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,46,nonparametric_bootstrap,0.9968,0.0192,0.026,"1,2,3",20.47,0.893,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,47,nonparametric_bootstrap,0.9999,0.0184,0.024,"1,2,3",20.47,0.8884,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,48,nonparametric_bootstrap,0.9963,0.0217,0.0333,"1,2,3",20.47,0.8964,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,49,nonparametric_bootstrap,0.9973,0.0157,0.0225,"1,2,3",20.47,0.8855,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,50,nonparametric_bootstrap,0.9781,0.106,0.1286,"1,2,3",20.47,0.8617,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,51,nonparametric_bootstrap,0.9993,0.0109,0.0156,"1,2,3",20.47,0.8899,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,52,nonparametric_bootstrap,0.9721,0.1624,0.2514,"2,1,3",20.66,0.8381,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,53,nonparametric_bootstrap,0.993,0.0414,0.0627,"1,2,3",20.47,0.8982,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,54,nonparametric_bootstrap,0.9781,0.1052,0.1239,"1,2,3",20.47,0.8604,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,55,nonparametric_bootstrap,0.9963,0.0198,0.0285,"1,2,3",20.47,0.8928,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,LASI,all_rows_no_wave,27433,3,31419.95,0.8367,0.9187,56,nonparametric_bootstrap,0.9934,0.0371,0.0433,"1,2,3",20.47,0.9026,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
